c_name,num_of_genes,lca,lcaID,percentage_target,most_abundant_taxon,target_bitscore_mean,target_bitscore_sd,target_evalue_mean,target_evalue_sd,other_bitscore_mean,other_bitscore_sd,other_evalue_mean,other_evalue_sd
contig_1551,2,Bradysia,35571,1.0,Bradysia,241.5,16.26,1.1650016699999999e-73,1.6475564384280064e-73,,,,
contig_1552,2,Endopterygota,33392,0.5,Obtectomera,87.0,,4.81e-16,,149.0,,6.16e-35,
contig_1553,1,Bradysia,35571,1.0,Bradysia,182.0,,2.82e-52,,,,,
contig_1533,10,Neoptera,33340,0.7,Bradysia,135.5,58.99,9.700000000000123e-09,2.5663787717326477e-08,86.7,,7.42e-18,
contig_1556,3,Endopterygota,33392,1.0,Endopterygota,178.87,120.98,4.7e-10,8.140638795573724e-10,,,,
contig_1544,5,Sciaroidea,41830,0.8,Bradysia,144.32,53.12,5.125e-12,1.0249999999999999e-11,102.0,,3.45e-21,
contig_1545,12,Endopterygota,33392,0.8333333333333334,Bradysia,235.95,112.77,2.350136e-11,7.431304728157619e-11,131.5,36.06,6.7e-22,9.475230867899736e-22
contig_1558,6,Neoptera,33340,0,Pseudolycoriella hygida,,,,,75.9,34.21,0.00013500008599999998,0.00023382678454364925
contig_1559,5,Endopterygota,33392,0.2,Endopterygota,594.0,,1.61e-185,,67.8,,1.44e-12,
contig_157,2,Nematocera,7148,0.5,Nematocera,467.0,,1.13e-142,,62.4,,4.16e-09,
contig_1537,16,Neoptera,33340,0.6875,Bradysia,327.47,275.62,2.5146939363636366e-07,8.319875317765793e-07,196.13,112.33,2.453333333333333e-19,4.2492979812356456e-19
contig_1579,1,Endopterygota,33392,1.0,Endopterygota,249.0,,3.55e-78,,,,,
contig_1561,4,Nematocera,7148,0.75,Bradysia,179.6,101.6,6.5e-15,1.1258330249197702e-14,,,,
contig_1585,2,Endopterygota,33392,0.5,Bradysia,117.0,,5.34e-21,,82.0,,5.74e-19,
contig_1546,11,Neoptera,33340,0.9090909090909091,Bradysia,181.4,112.36,1.370732324e-15,4.2970181497004665e-15,110.0,,1.02e-24,
contig_149,303,cellular organisms,131567,0.693069306930693,Bradysia,173.21,154.36,2.646032931675962e-06,2.5188536249862915e-05,171.69,108.01,1.2524200002027993e-05,8.647875232206643e-05
contig_1586,3,Diptera,7147,0.3333333333333333,Pseudolycoriella hygida,154.0,,9.85e-35,,240.5,19.09,1.37e-64,1.9374725804511403e-64
contig_1588,3,Bradysia,35571,0.6666666666666666,Bradysia,94.5,7.78,7.87e-19,9.800499987245549e-19,,,,
contig_1589,2,Bradysia,35571,1.0,Bradysia,255.0,43.84,1.06e-69,1.4990663761154807e-69,,,,
contig_1598,1,Sciaroidea,41830,1.0,Sciaroidea,127.0,,9.63e-36,,,,,
contig_1599,1,Sciaroidea,41830,1.0,Sciaroidea,108.0,,1.04e-25,,,,,
contig_1528,29,Protostomia,33317,0.6551724137931034,Bradysia,221.43,149.89,6.953684210542689e-08,2.9327891201703215e-07,257.96,147.44,7.800000000000001e-24,1.744133022449836e-23
contig_155,20,Arthropoda,6656,0.7,Nematocera,193.36,156.49,5.102216429507755e-09,1.2612656421691774e-08,91.07,59.73,6.368733333333333e-07,1.102560079149129e-06
contig_1601,2,Bradysia,35571,1.0,Bradysia,131.1,74.81,7.65e-14,1.0818733752154178e-13,,,,
contig_1540,23,Protostomia,33317,0.7391304347826086,Bradysia,206.74,110.14,3.905882359117652e-05,0.0001610436550082087,83.4,47.12,7.466666711666667e-05,0.00012932645990876475
contig_1595,5,Bradysia,35571,0.8,Bradysia,359.0,153.98,3.585e-78,5.60602949213315e-78,,,,
contig_1603,1,Unassigned,,0,,,,,,,,,
contig_1602,1,Sciaroidea,41830,1.0,Sciaroidea,106.0,,7.34e-21,,,,,
contig_1596,6,Bradysia,35571,1.0,Bradysia,240.67,194.8,3.613166666666667e-15,8.427132380986231e-15,,,,
contig_1536,19,Hexapoda,6960,0.5789473684210527,Bradysia,444.44,333.38,3.028290909090909e-13,1.0039990643965216e-12,194.86,211.52,3.5448000000208e-08,7.582402996399998e-08
contig_1606,2,Endopterygota,33392,1.0,Endopterygota,151.0,16.97,1.5350000147e-34,2.1708177974537615e-34,,,,
contig_1600,5,Endopterygota,33392,0.8,Bradysia,129.38,71.21,3.175e-05,6.35e-05,99.8,,2.64e-20,
contig_1607,2,Endopterygota,33392,1.0,Endopterygota,110.0,67.88,6.6e-08,9.333809511662427e-08,,,,
contig_1615,4,cellular organisms,131567,0.75,Bradysia,327.67,218.29,1.9066666666666664e-40,3.3024435397646596e-40,88.6,,3.51e-14,
contig_1608,4,Endopterygota,33392,0.75,Bradysia,87.17,6.77,7.127666672666666e-12,1.2015319230259149e-11,382.0,,1.41e-110,
contig_1590,14,Endopterygota,33392,0.6428571428571429,Bradysia,247.81,135.08,9.966666666666667e-08,2.99e-07,171.6,60.77,2.2461599999999996e-23,5.0053664928754206e-23
contig_1582,17,Endopterygota,33392,0.8823529411764706,Bradysia,169.69,95.75,5.726666813868793e-07,2.2179284588558905e-06,70.1,17.39,1.5050000000356e-06,2.128391411321162e-06
contig_1616,4,Sciaridae,7184,0.5,Bradysia,312.25,363.1,8.85e-05,0.00012515790027001891,141.0,,1.27e-34,
contig_1614,8,Arthropoda,6656,0.75,Endopterygota,151.77,79.98,8.583514999999999e-13,2.10246979652824e-12,60.8,,1.6e-09,
contig_151,308,cellular organisms,131567,0.6785714285714286,Endopterygota,173.04,119.13,2.2303272230396959e-07,1.6191093881883308e-06,167.54,135.72,1.0014449732890884e-05,5.938223622329086e-05
contig_1624,4,Bradysia,35571,1.0,Bradysia,347.0,273.06,5.825e-37,1.165e-36,,,,
contig_1626,2,Sciaroidea,41830,1.0,Sciaroidea,112.0,49.5,3.94e-15,5.572001435749995e-15,,,,
contig_1617,3,Nematocera,7148,1.0,Bradysia,145.1,79.16,1.4540000000000001e-18,2.2453213578461326e-18,,,,
contig_1623,5,Sciaroidea,41830,1.0,Bradysia,211.12,154.04,2.4600000000000096e-10,5.500727224649477e-10,,,,
contig_1620,10,Bradysia,35571,0.8,Bradysia,134.11,150.74,9.729132870327501e-05,0.00027223138000331663,,,,
contig_1628,1,Bradysia,35571,1.0,Bradysia,106.0,,3.52e-19,,,,,
contig_1622,7,Sciaridae,7184,0.42857142857142855,Bradysia,167.33,88.91,3.130666666666667e-25,4.9772564062275655e-25,481.1,583.93,8.45e-12,1.1950104602052654e-11
contig_1631,1,Endopterygota,33392,1.0,Endopterygota,74.3,,2.6e-13,,,,,
contig_1641,1,Pseudolycoriella hygida,35572,0,Pseudolycoriella hygida,,,,,80.5,,1.07e-13,
contig_1604,18,Endopterygota,33392,0.6111111111111112,Bradysia,281.29,157.4,4.1272727272727275e-14,1.3688615043830466e-13,51.2,,0.000615,
contig_1639,12,Protostomia,33317,0.8333333333333334,Bradysia,194.35,171.93,1.66000011600768e-08,5.249380875118579e-08,134.5,44.55,9.45e-24,1.3364318164425747e-23
contig_1605,20,Hexapoda,6960,0.75,Bradysia,234.33,115.03,2.0200156666672185e-15,7.823422025520134e-15,229.5,108.19,3.32e-40,4.6951890270786755e-40
contig_1630,11,Bradysia,35571,0.6363636363636364,Bradysia,163.79,88.02,7.471428724374856e-14,1.9767541870939616e-13,,,,
contig_1653,1,Contarinia nasturtii,265458,0,Contarinia nasturtii,,,,,51.6,,0.000934,
contig_1629,13,Diptera,7147,0.7692307692307693,Bradysia,118.89,57.75,2.3490000000000004e-05,6.568782146554177e-05,,,,
contig_1646,9,Sciaroidea,41830,0.8888888888888888,Bradysia,265.04,120.37,3.6000000000005774e-17,1.018233764908605e-16,395.0,,2.61e-131,
contig_1645,10,Sciaroidea,41830,0.9,Bradysia,273.89,123.32,5.288888888888889e-18,1.5866666666666665e-17,306.0,,1.69e-94,
contig_1655,1,Pseudolycoriella hygida,35572,0,Pseudolycoriella hygida,,,,,114.0,,3.93e-24,
contig_1634,13,cellular organisms,131567,0.6923076923076923,Bradysia,376.0,228.57,9.36666666666667e-28,2.81e-27,78.68,20.89,1.1937812500000155e-09,2.3509551480351276e-09
contig_1658,2,cellular organisms,131567,0.5,Xanthomonas citri pv. citri,487.0,,6.51e-162,,113.0,,3.89e-28,
contig_1647,10,Ecdysozoa,1206794,0.9,Bradysia,240.94,233.98,1.0544503817777778e-07,3.1633311068822007e-07,,,,
contig_1659,2,Nematocera,7148,0.5,Nematocera,69.3,,5.7e-10,,,,,
contig_1649,8,cellular organisms,131567,0.625,Bradysia,187.82,126.73,4.72e-07,1.0554240853799007e-06,77.55,31.75,3.860000000000003e-09,5.4588643507601435e-09
contig_1560,54,Endopterygota,33392,0.7037037037037037,Bradysia,235.56,175.61,8.078947506862429e-08,4.980197626407898e-07,166.96,83.51,7.27727604545456e-17,2.372436782496387e-16
contig_1663,4,Endopterygota,33392,1.0,Bradysia,220.42,204.47,8.62500000001125e-16,1.7249999999992502e-15,,,,
contig_1648,12,Endopterygota,33392,0.5833333333333334,Bradysia,308.71,141.8,1.1700000972857142e-30,3.095528991046614e-30,105.0,,3.3e-23,
contig_1670,2,Endopterygota,33392,1.0,Endopterygota,109.0,7.07,3.232e-21,4.352949344984386e-21,,,,
contig_1666,3,Sciaridae,7184,0.3333333333333333,Pseudolycoriella hygida,191.0,,8.86e-61,,254.75,246.43,9.45e-14,1.3364318164425748e-13
contig_1662,5,Endopterygota,33392,1.0,Bradysia,158.98,96.62,2.0400000212e-07,4.561578662248411e-07,,,,
contig_1640,19,Protostomia,33317,0.7368421052631579,Bradysia,172.15,133.68,6.958826542871214e-09,2.603076079791423e-08,87.48,53.14,1.3069840000000002e-07,2.608679405606855e-07
contig_1673,2,Endopterygota,33392,0.5,Bradysia,185.0,,6.98e-44,,188.0,,1.45e-56,
contig_1692,3,Bradysia,35571,1.0,Bradysia,212.0,95.36,9.700000001483334e-35,1.6800892832133506e-34,,,,
contig_1593,36,cellular organisms,131567,0.8333333333333334,Bradysia,384.82,320.47,9.263333333333473e-07,3.976392823283114e-06,217.24,195.81,1.8460000000000003e-07,4.127781486464612e-07
contig_1665,7,Sciaridae,7184,0.7142857142857143,Bradysia,236.82,173.14,2.3600000296e-11,5.2771204103526015e-11,80.5,,1.91e-13,
contig_1697,2,Bradysia,35571,0.5,Bradysia,120.0,,2.55e-28,,,,,
contig_1696,4,Nematocera,7148,0.75,Nematocera,254.67,52.54,4.166666666666667e-54,7.216878364870322e-54,,,,
contig_1633,24,Eukaryota,2759,0.7083333333333334,Bradysia,345.96,345.5,6.415758823529473e-09,2.6435356263748794e-08,175.8,252.67,7.2940043400111995e-06,1.2953401130976759e-05
contig_1698,1,Pseudolycoriella hygida,35572,0,Pseudolycoriella hygida,,,,,135.0,,4.53e-31,
contig_1672,9,Arthropoda,6656,0.7777777777777778,Bradysia,241.69,149.11,3.3285714285714286e-05,8.806572221114994e-05,87.0,,1.94e-19,
contig_1671,9,Endopterygota,33392,0.7777777777777778,Bradysia,212.74,193.14,1.6428571428642323e-07,4.3465914396029874e-07,254.0,,1.94e-70,
contig_1693,5,Bradysia,35571,1.0,Bradysia,156.16,77.19,1.0173260000000007e-17,2.2711056231227993e-17,,,,
contig_1664,14,Protostomia,33317,0.5714285714285714,Endopterygota,135.3,47.09,5.550000017397737e-13,1.5697770535311604e-12,554.6,874.18,4.573866666666667e-05,7.90347068403074e-05
contig_16,51,Pancrustacea,197562,0.7450980392156863,Bradysia,186.72,122.33,3.5552696101785623e-06,2.173356502888821e-05,121.15,64.33,9.671901980000069e-05,0.0003057855726902086
contig_1681,18,Bilateria,33213,0.7222222222222222,Endopterygota,110.48,71.2,1.2897231949530808e-06,4.600328611497973e-06,71.1,23.12,0.00013416808501236,0.0002973104650112242
contig_1657,29,Endopterygota,33392,0.8275862068965517,Bradysia,213.85,124.89,4.776047687502491e-10,1.912595035284895e-09,112.86,49.55,3.69600872e-12,6.280684630482587e-12
contig_84,1,Endopterygota,33392,1.0,Endopterygota,89.4,,2.96e-16,,,,,
contig_841,1,Bradysia,35571,1.0,Bradysia,186.0,,8.56e-55,,,,,
contig_850,2,Ecdysozoa,1206794,0.5,Diptera,200.0,,5.27e-48,,86.7,,4.28e-19,
contig_85,2,Bradysia,35571,1.0,Bradysia,272.0,162.63,2.6e-34,3.676955262170047e-34,,,,
contig_847,7,Ecdysozoa,1206794,0.7142857142857143,Bradysia,128.66,92.38,2.762e-06,5.174815938755696e-06,,,,
contig_836,12,Diptera,7147,0.3333333333333333,Pseudolycoriella hygida,246.38,312.49,6.6000000021175005e-06,1.3199999998588334e-05,236.62,174.15,3.388303750001185e-24,9.58097238523704e-24
contig_852,4,Neoptera,33340,0.25,Bradysia,827.0,,5.42e-236,,53.5,,9.4e-06,
contig_855,4,Endopterygota,33392,0,Diabrotica,,,,,197.5,7.78,4.6600003389999994e-55,6.590234721240225e-55
contig_839,12,Endopterygota,33392,0.6666666666666666,Bradysia,193.0,106.02,1.756250000000005e-16,4.0369222275675e-16,129.48,121.6,4.1501605009475e-07,8.299893004885963e-07
contig_1699,38,Endopterygota,33392,0.6842105263157895,Bradysia,211.95,163.64,8.413864017923076e-09,3.334643657100444e-08,214.34,152.08,2.0222222224088888e-08,6.066666666596667e-08
contig_857,2,Sciaridae,7184,0.5,Pseudolycoriella hygida,396.0,,1.38e-126,,133.0,,1.99e-27,
contig_856,4,Endopterygota,33392,0.5,Endopterygota,159.05,132.87,1.465e-10,2.0718228688765844e-10,135.5,12.02,7.5501255e-32,1.067713491211479e-31
contig_859,2,Sciaridae,7184,0.5,Bradysia,54.3,,2.82e-06,,150.0,,4.3e-34,
contig_858,4,Endopterygota,33392,0.75,Endopterygota,132.63,81.73,2.700000000059333e-10,4.676537180384584e-10,56.2,,2.8e-09,
contig_843,16,Protostomia,33317,0.8125,Bradysia,492.31,664.07,7.407692307692308e-37,2.670881444824478e-36,93.13,49.93,7.866666666666703e-05,0.00013625466352875135
contig_868,1,Bradysia,35571,1.0,Bradysia,97.4,,1.47e-16,,,,,
contig_866,4,Endopterygota,33392,0.75,Bradysia,148.0,36.35,9.566666666701001e-23,1.6569952725712527e-22,209.0,,5.58e-59,
contig_861,5,Endopterygota,33392,1.0,Endopterygota,168.28,95.73,3.8e-06,8.497058314499202e-06,,,,
contig_870,2,Ditrysia,37567,0,Ditrysia,,,,,136.0,,4.59e-38,
contig_837,20,Nematocera,7148,0.9,Bradysia,274.16,223.64,4.633333642777793e-10,1.965756843975889e-09,65.5,,3.52e-12,
contig_871,1,Sciaroidea,41830,1.0,Sciaroidea,318.0,,1.52e-88,,,,,
contig_867,4,Endopterygota,33392,0.75,Endopterygota,119.37,40.02,1.2e-13,2.0784609690826528e-13,,,,
contig_862,8,Endopterygota,33392,0.5,Pseudolycoriella hygida,222.25,82.87,4.225e-31,8.45e-31,124.95,83.51,1.13e-11,1.5980613254815974e-11
contig_877,2,Sciaridae,7184,0.5,Bradysia,291.0,,2.05e-81,,90.5,,1.05e-13,
contig_865,9,Endopterygota,33392,0.6666666666666666,Bradysia,184.47,141.86,6.416739000000003e-11,1.5717523747865817e-10,90.2,32.24,7.950000000000002e-12,1.1242997820866103e-11
contig_876,4,Nematocera,7148,0.5,Bradysia,302.5,28.99,2.555e-82,3.613315651863258e-82,74.15,8.41,1.8505e-12,2.106471101154725e-12
contig_880,1,Bradysia,35571,1.0,Bradysia,119.0,,2.03e-26,,,,,
contig_878,3,Sciaridae,7184,0.3333333333333333,Pseudolycoriella hygida,447.0,,2.33e-135,,78.2,15.84,3.6692e-11,5.163010873511695e-11
contig_879,6,Bradysia,35571,0.8333333333333334,Bradysia,393.6,310.6,1.0194200000000001e-32,2.2477085402694007e-32,,,,
contig_848,28,Ecdysozoa,1206794,0.8571428571428571,Bradysia,266.15,213.25,4.080833372291671e-13,1.4980867182919302e-12,85.1,7.07,5.947e-19,7.853127911857797e-19
contig_869,15,Sciaridae,7184,1.0,Bradysia,285.82,178.15,2.3466666666666663e-10,9.088600919100071e-10,,,,
contig_883,11,Hexapoda,6960,0.5454545454545454,Bradysia,121.78,46.04,1.3468033333333332e-08,3.298579250536005e-08,117.0,,1.9e-26,
contig_872,15,Arthropoda,6656,0.4666666666666667,Bradysia,331.03,354.53,1.427142857142857e-17,3.77586508536218e-17,227.9,96.75,2.4333333333333333e-12,5.9604250407724e-12
contig_884,10,Endopterygota,33392,0.7,Bradysia,199.26,126.95,2.1571428572068572e-08,5.7072635424111094e-08,,,,
contig_893,2,Bradysia,35571,1.0,Bradysia,271.5,136.47,5.65e-45,7.990306627407988e-45,,,,
contig_895,1,Bradysia,35571,1.0,Bradysia,331.0,,2.7e-94,,,,,
contig_844,39,Hexapoda,6960,0.6923076923076923,Bradysia,218.19,172.84,1.2483829656980372e-06,6.189430442826843e-06,264.85,124.14,1.355e-20,2.7100000000000003e-20
contig_899,3,Bradysia,35571,1.0,Bradysia,121.77,47.26,1.0166666666666667e-12,1.7609183210283587e-12,,,,
contig_898,3,Bradysia,35571,0.6666666666666666,Bradysia,466.5,243.95,1.305e-94,1.8455486988968891e-94,,,,
contig_88,18,Endopterygota,33392,0.7777777777777778,Bradysia,117.29,46.44,1.2285572405042914e-07,4.568192872252354e-07,96.0,52.54,0.00012666666666668791,0.00021939310229203941
contig_897,3,Bradysia,35571,1.0,Bradysia,289.33,147.55,2.0133333333333334e-36,3.48719562590534e-36,,,,
contig_89,13,Endopterygota,33392,0.6923076923076923,Nematocera,175.47,136.01,2.7558666670049786e-07,8.266550051738768e-07,296.0,187.46,1.065e-15,2.13e-15
contig_845,42,Neoptera,33340,0.6666666666666666,Bradysia,265.58,190.92,2.0618768252625054e-07,1.0884477145905053e-06,141.23,160.74,5.34638635187691e-06,1.9275761975643312e-05
contig_881,25,Opisthokonta,33154,0.84,Bradysia,266.7,220.24,6.285774285747872e-06,2.880474776472522e-05,83.95,4.88,2.4909999999999998e-14,3.081571352410974e-14
contig_900,2,Bradysia,35571,1.0,Bradysia,107.95,38.25,6.85e-12,9.687362902255701e-12,,,,
contig_902,5,Neoptera,33340,0.6,Bradysia,167.87,83.37,1.1233333333333333e-11,1.9456704071690387e-11,203.3,207.47,1.545e-07,2.1849599538664318e-07
contig_901,9,Neoptera,33340,0.6666666666666666,Bradysia,190.23,157.44,4.133333333334882e-09,1.0124557603503043e-08,56.6,,3.09e-07,
contig_9,19,Eukaryota,2759,0.42105263157894735,Endopterygota,99.04,45.92,1.5195375201127208e-08,4.275197831508711e-08,153.66,68.15,3.1800224108000003e-10,1.0056035085229353e-09
contig_905,12,Hexapoda,6960,0.5833333333333334,Bradysia,181.0,168.23,4.3238771430981433e-19,1.0033512646288222e-18,85.02,37.35,1.5256525e-05,3.049565248199323e-05
contig_896,34,Eukaryota,2759,0.5588235294117647,Bradysia,332.8,281.8,4.952105264904858e-16,2.077931465485799e-15,234.56,316.31,5.810703344444654e-08,1.7396001052816145e-07
contig_909,17,Endopterygota,33392,0.7058823529411765,Bradysia,173.79,159.76,2.3083543445750124e-07,7.996294611779339e-07,68.3,23.3,4.5453333333333334e-05,7.160961201775452e-05
contig_910,16,Hexapoda,6960,0.6875,Bradysia,272.37,277.45,5.694090920288182e-07,1.8873557797899179e-06,177.57,90.3,1.5733333333387e-24,2.7250932705703858e-24
contig_886,45,cellular organisms,131567,0.7555555555555555,Bradysia,235.31,287.46,1.4212802657882383e-07,7.816293287871924e-07,133.85,144.76,1.7658706942077699e-06,5.3559870135456665e-06
contig_917,1,Bradysia,35571,1.0,Bradysia,117.0,,5.09e-22,,,,,
contig_913,11,Diptera,7147,0.7272727272727273,Bradysia,456.66,375.66,1.445875e-06,4.062547632687787e-06,163.0,22.63,5.650000764999999e-38,7.990305545534612e-38
contig_885,51,cellular organisms,131567,0.7254901960784313,Bradysia,244.16,270.63,4.421992281219243e-11,1.8971840324519022e-10,99.4,80.1,5.625538284001615e-07,1.4105329066716834e-06
contig_915,9,Endopterygota,33392,0.6666666666666666,Bradysia,407.52,369.84,1.4016666666666668e-08,3.4333681228010876e-08,95.45,27.65,1.2950000000000005e-13,1.8314065632731576e-13
contig_912,20,cellular organisms,131567,0.65,Bradysia,152.05,99.18,7.715519234043077e-06,1.904549360828992e-05,168.34,91.04,5.74226208e-22,1.2833766581883496e-21
contig_911,22,cellular organisms,131567,0.7727272727272727,Bradysia,192.73,139.07,2.547647061233765e-06,7.1096040047669775e-06,221.18,149.11,7.475000003025e-18,1.4949999997983334e-17
contig_906,18,Arthropoda,6656,0.6666666666666666,Bradysia,228.27,254.96,1.9620233889166664e-06,6.78271394402061e-06,78.97,20.46,2.4133342600000018e-08,4.1800151464162464e-08
contig_916,10,Pancrustacea,197562,1.0,Bradysia,182.24,120.83,7.430860000385e-07,2.3425219798107395e-06,,,,
contig_918,9,Endopterygota,33392,0.8888888888888888,Bradysia,257.39,123.08,7.348874999999999e-15,2.070868958699981e-14,52.8,,4.88e-05,
contig_914,15,Nematocera,7148,0.6666666666666666,Bradysia,309.71,218.46,8.41e-09,2.6594755122016074e-08,94.62,41.42,2.60000825000192e-06,5.19999450002199e-06
contig_91,34,Opisthokonta,33154,0.6764705882352942,Endopterygota,172.93,177.12,4.205386640994055e-06,2.0163117984261497e-05,138.16,99.26,1.55002355165e-08,4.384052527339833e-08
contig_10,2,Endopterygota,33392,0.5,Bactrocera tryoni,64.3,,6.43e-09,,545.0,,4.64e-174,
contig_1002,1,Bradysia,35571,1.0,Bradysia,103.0,,5.58e-17,,,,,
contig_1001,3,Sciaridae,7184,1.0,Sciaridae,114.83,25.87,2.4333333333384668e-17,4.214656965079823e-17,,,,
contig_1000,3,Endopterygota,33392,1.0,Bradysia,128.67,23.16,4.900000271000013e-24,8.487048722394611e-24,,,,
contig_1017,1,Pseudolycoriella hygida,35572,0,Pseudolycoriella hygida,,,,,166.0,,1.42e-38,
contig_1016,1,Pseudolycoriella hygida,35572,0,Pseudolycoriella hygida,,,,,146.0,,2.84e-32,
contig_1018,3,Endopterygota,33392,1.0,Endopterygota,295.33,171.7,1.0399999999999999e-26,1.8013328398716323e-26,,,,
contig_1019,2,Bradysia,35571,1.0,Bradysia,219.5,133.64,1.96e-32,2.771858582251266e-32,,,,
contig_102,3,Endopterygota,33392,1.0,Endopterygota,190.27,180.77,8.159999999999999e-16,8.004798560863353e-16,,,,
contig_840,101,cellular organisms,131567,0.693069306930693,Bradysia,229.38,187.2,2.844628803681847e-07,2.3784836017569335e-06,171.52,166.2,7.552655000447253e-07,2.4876763641150696e-06
contig_1028,2,Sciaridae,7184,0.5,Pseudolycoriella hygida,751.0,,2.93e-228,,162.0,,6.43e-37,
contig_1008,5,Endopterygota,33392,1.0,Bradysia,124.16,49.12,4.5000001628e-07,1.0062305807741093e-06,,,,
contig_1,12,Endopterygota,33392,0.5833333333333334,Bradysia,189.93,108.84,1.3728571428571429e-05,3.6322385856186746e-05,191.0,117.38,3.07e-22,4.341635636485402e-22
contig_1027,3,Nematocera,7148,1.0,Bradysia,315.93,381.93,6.433333333333333e-08,1.1142860195359779e-07,,,,
contig_1010,5,Endopterygota,33392,0.8,Endopterygota,224.22,221.65,1.0075505e-10,2.0149663355833845e-10,,,,
contig_1032,4,Endopterygota,33392,0.75,Bradysia,71.37,2.66,5.658246666666667e-10,9.73570771225869e-10,67.0,,9.42e-10,
contig_103,6,Opisthokonta,33154,0.6666666666666666,Endopterygota,81.25,10.62,5.0271208503800004e-11,1.0048586880592551e-10,134.5,10.61,4.3350000007100005e-27,6.130615791883276e-27
contig_1031,6,Hexapoda,6960,0.6666666666666666,Bradysia,95.6,57.23,2.34003535e-08,4.6799764336251195e-08,390.0,118.79,4.315e-94,6.102331521639905e-94
contig_104,3,Opisthokonta,33154,1.0,Endopterygota,280.27,345.36,3.4333333333333336e-14,4.427102137214968e-14,,,,
contig_1037,4,Nematocera,7148,0.75,Bradysia,155.4,82.96,1.5866666666666666e-10,2.748187281342619e-10,,,,
contig_13,326,cellular organisms,131567,0.6932515337423313,Endopterygota,157.46,120.17,4.442765970860957e-06,3.954805220382584e-05,176.98,108.2,4.413335542751237e-07,3.5459381784426543e-06
contig_1042,8,Bradysia,35571,0.75,Bradysia,398.03,463.17,1.80000001070605e-10,4.4090815317648487e-10,,,,
contig_1044,5,Bradysia,35571,0.6,Bradysia,201.77,103.22,4.0333333333333335e-13,6.985938257194473e-13,,,,
contig_1043,6,Endopterygota,33392,0.8333333333333334,Bradysia,307.4,102.67,2.38e-52,5.321841786449499e-52,,,,
contig_1045,4,Endopterygota,33392,1.0,Bradysia,208.75,71.8,1.7075827499999998e-33,3.414944836898089e-33,,,,
contig_1006,20,Hexapoda,6960,0.85,Bradysia,289.46,218.8,2.9500000043704705e-16,1.1115670243966515e-15,82.8,,2.29e-16,
contig_1033,18,Endopterygota,33392,0.7777777777777778,Bradysia,281.97,222.15,4.435714545000001e-19,1.3928918757125596e-18,167.75,49.62,6.3525000000000004e-27,1.1783761071915877e-26
contig_1024,27,cellular organisms,131567,0.8148148148148148,Bradysia,291.4,236.14,1.117638380168182e-06,5.200342488388164e-06,97.77,33.68,6.8666671533333325e-12,1.1893415123840616e-11
contig_1048,6,Endopterygota,33392,0.8333333333333334,Bradysia,154.02,92.4,8.580000085199999e-10,1.918546319931995e-09,,,,
contig_1055,1,Bradysia,35571,1.0,Bradysia,50.4,,1.61e-05,,,,,
contig_1025,27,Protostomia,33317,0.7037037037037037,Bradysia,299.62,186.21,3.0842109831773685e-07,1.3443761894180983e-06,96.24,35.07,1.1240005564420001e-09,2.5133400956495176e-09
contig_1052,5,Arthropoda,6656,0.6,Endopterygota,96.43,20.74,1.5700000023666667e-13,2.7193197658335437e-13,93.95,2.19,2.93055e-16,4.142867920293863e-16
contig_1026,25,Neoptera,33340,0.76,Bradysia,218.49,137.98,4.913221052694737e-07,2.1355479937242996e-06,117.7,102.71,9.7333645e-06,1.685860086927681e-05
contig_1053,6,Endopterygota,33392,0.6666666666666666,Pseudolycoriella hygida,124.75,80.96,3.5544925e-15,7.097007021054134e-15,92.05,1.06,2.170226e-16,3.06852381808452e-16
contig_1049,9,Hexapoda,6960,0.6666666666666666,Bradysia,181.17,101.94,1.1280000001866666e-15,2.5498548977333314e-15,178.0,,1.38e-46,
contig_1063,7,Pancrustacea,197562,0.42857142857142855,Pseudolycoriella hygida,234.0,129.5,1.01e-22,1.749371315644566e-22,78.07,24.84,4.933333333370292e-06,8.544783983974455e-06
contig_1064,8,Hexapoda,6960,0.5,Bradysia,327.0,90.56,1.647500237e-66,3.29499984200003e-66,143.68,61.71,4.25e-09,8.5e-09
contig_1062,11,Endopterygota,33392,0.8181818181818182,Bradysia,135.62,90.75,5.38893954879589e-09,1.0763154597176877e-08,101.5,17.68,4.725000000000135e-17,6.682159082212683e-17
contig_1036,17,Endopterygota,33392,0.7647058823529411,Bradysia,125.29,107.87,2.468323076985439e-06,7.984194888857375e-06,59.8,9.36,0.0002736800007533333,0.00047399302376879257
contig_1067,5,Arthropoda,6656,0.6,Bradysia,190.6,149.45,2.3966666666666664e-13,4.1511484354734096e-13,51.2,,1.38e-07,
contig_107,4,Nematocera,7148,0.75,Bradysia,161.53,175.42,1.6144500000000003e-07,2.793408743363563e-07,,,,
contig_1034,34,cellular organisms,131567,0.7647058823529411,Bradysia,231.57,140.04,1.3653846298500007e-08,6.962122794455161e-08,227.5,76.87,1.933333333340167e-29,4.735680169377464e-29
contig_1057,23,Sciaridae,7184,0.8260869565217391,Bradysia,334.65,255.91,4.484210526317258e-18,1.9546220525771505e-17,109.2,13.84,1.5833333846756334e-15,2.7424137341869874e-15
contig_1058,23,Endopterygota,33392,0.8260869565217391,Bradysia,308.79,229.82,1.2000000000000033e-07,5.230678732248807e-07,219.5,19.09,1.0700000000008351e-53,1.513208511738031e-53
