locus_tag	ftype	length_bp	gene	EC_number	COG	product
LONINKCB_00580	CDS	252				hypothetical protein
LONINKCB_00581	CDS	219				hypothetical protein
LONINKCB_00582	CDS	204				hypothetical protein
LONINKCB_00583	CDS	165				hypothetical protein
LONINKCB_00584	CDS	183				hypothetical protein
LONINKCB_00585	CDS	228				hypothetical protein
LONINKCB_00586	CDS	255				hypothetical protein
LONINKCB_00587	CDS	231				hypothetical protein
LONINKCB_00588	CDS	219				hypothetical protein
LONINKCB_00589	CDS	222				hypothetical protein
LONINKCB_00590	CDS	180				hypothetical protein
LONINKCB_00591	CDS	162				hypothetical protein
LONINKCB_00592	CDS	387				hypothetical protein
LONINKCB_00593	CDS	327				hypothetical protein
LONINKCB_00594	CDS	240				hypothetical protein
LONINKCB_00595	CDS	225				hypothetical protein
LONINKCB_00596	CDS	246				hypothetical protein
LONINKCB_00597	CDS	174				hypothetical protein
LONINKCB_00598	CDS	369				hypothetical protein
LONINKCB_00599	CDS	912				hypothetical protein
LONINKCB_00600	CDS	279				hypothetical protein
LONINKCB_00601	CDS	315				hypothetical protein
LONINKCB_00602	CDS	213				hypothetical protein
LONINKCB_00603	CDS	177				hypothetical protein
LONINKCB_00604	CDS	246				hypothetical protein
LONINKCB_00605	CDS	168				hypothetical protein
LONINKCB_00606	CDS	180				hypothetical protein
LONINKCB_00607	CDS	489				hypothetical protein
LONINKCB_00608	CDS	246				hypothetical protein
LONINKCB_00609	CDS	195				hypothetical protein
LONINKCB_00610	CDS	216				hypothetical protein
LONINKCB_00611	CDS	189				hypothetical protein
LONINKCB_00612	CDS	219				hypothetical protein
LONINKCB_00613	CDS	285				hypothetical protein
LONINKCB_00614	CDS	186				hypothetical protein
LONINKCB_00615	CDS	189				hypothetical protein
LONINKCB_00616	CDS	234				hypothetical protein
LONINKCB_00617	CDS	183				hypothetical protein
LONINKCB_00618	CDS	213				hypothetical protein
LONINKCB_00619	CDS	165				hypothetical protein
LONINKCB_00620	CDS	189				hypothetical protein
LONINKCB_00621	CDS	171				hypothetical protein
LONINKCB_00622	CDS	318				hypothetical protein
LONINKCB_00623	CDS	261				hypothetical protein
LONINKCB_00624	CDS	231				hypothetical protein
LONINKCB_00625	CDS	237				hypothetical protein
LONINKCB_00626	CDS	183				hypothetical protein
LONINKCB_00627	CDS	228				hypothetical protein
LONINKCB_00628	CDS	279				hypothetical protein
LONINKCB_00629	CDS	231				hypothetical protein
LONINKCB_00630	CDS	1044				hypothetical protein
LONINKCB_00631	CDS	294				hypothetical protein
LONINKCB_00632	CDS	441				hypothetical protein
LONINKCB_00633	CDS	888				hypothetical protein
LONINKCB_00634	CDS	840				hypothetical protein
LONINKCB_00635	CDS	735				hypothetical protein
LONINKCB_00636	CDS	567				hypothetical protein
LONINKCB_00637	CDS	828				hypothetical protein
LONINKCB_00638	CDS	561				hypothetical protein
LONINKCB_00639	CDS	999				hypothetical protein
LONINKCB_00640	CDS	966				hypothetical protein
LONINKCB_00641	CDS	195				hypothetical protein
LONINKCB_00642	CDS	429				hypothetical protein
LONINKCB_00643	CDS	261				hypothetical protein
LONINKCB_00644	CDS	210				hypothetical protein
LONINKCB_00645	CDS	270				hypothetical protein
LONINKCB_00646	CDS	264				hypothetical protein
LONINKCB_00647	CDS	201				hypothetical protein
LONINKCB_00648	CDS	246				hypothetical protein
LONINKCB_00649	CDS	222				hypothetical protein
LONINKCB_00650	CDS	207				hypothetical protein
LONINKCB_00651	CDS	258				hypothetical protein
LONINKCB_00652	CDS	228				hypothetical protein
LONINKCB_00653	CDS	165				hypothetical protein
LONINKCB_00654	CDS	222				hypothetical protein
LONINKCB_00655	CDS	246				hypothetical protein
LONINKCB_00656	CDS	228				hypothetical protein
LONINKCB_00657	CDS	183				hypothetical protein
LONINKCB_00658	CDS	243				hypothetical protein
LONINKCB_00659	CDS	246				hypothetical protein
LONINKCB_00660	CDS	228				hypothetical protein
LONINKCB_00661	CDS	189				hypothetical protein
LONINKCB_00662	CDS	165				hypothetical protein
LONINKCB_00663	CDS	267				hypothetical protein
LONINKCB_00664	CDS	258				hypothetical protein
LONINKCB_00665	CDS	228				hypothetical protein
LONINKCB_00666	CDS	375				hypothetical protein
LONINKCB_00667	CDS	711	xynD	3.2.1.55		Arabinoxylan arabinofuranohydrolase
LONINKCB_00668	CDS	204				hypothetical protein
LONINKCB_00669	CDS	252				hypothetical protein
LONINKCB_00670	CDS	210				hypothetical protein
LONINKCB_00671	CDS	216				hypothetical protein
LONINKCB_00672	CDS	237				hypothetical protein
LONINKCB_00673	CDS	282				hypothetical protein
LONINKCB_00674	CDS	192				hypothetical protein
LONINKCB_00675	CDS	210				hypothetical protein
LONINKCB_00676	CDS	219				hypothetical protein
LONINKCB_00677	CDS	201				hypothetical protein
LONINKCB_00678	CDS	120				hypothetical protein
LONINKCB_00679	CDS	168				hypothetical protein
LONINKCB_00680	CDS	231				hypothetical protein
LONINKCB_00681	CDS	291				hypothetical protein
LONINKCB_00682	CDS	171				hypothetical protein
LONINKCB_00683	CDS	261				hypothetical protein
LONINKCB_00684	CDS	186				hypothetical protein
LONINKCB_00685	CDS	258				hypothetical protein
LONINKCB_00686	CDS	258				hypothetical protein
LONINKCB_00687	CDS	201				hypothetical protein
LONINKCB_00688	CDS	645	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
LONINKCB_00689	CDS	564				hypothetical protein
LONINKCB_00690	CDS	543	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
LONINKCB_00691	CDS	204				hypothetical protein
LONINKCB_00692	CDS	204				hypothetical protein
LONINKCB_00693	CDS	204				hypothetical protein
LONINKCB_00694	CDS	330				hypothetical protein
LONINKCB_00695	CDS	270				hypothetical protein
LONINKCB_00696	CDS	201				hypothetical protein
LONINKCB_00697	CDS	237				hypothetical protein
LONINKCB_00698	CDS	216				hypothetical protein
LONINKCB_00699	CDS	219				hypothetical protein
LONINKCB_00700	CDS	201				hypothetical protein
LONINKCB_00701	CDS	249				hypothetical protein
LONINKCB_00702	CDS	282				hypothetical protein
LONINKCB_00703	CDS	264				hypothetical protein
LONINKCB_00704	CDS	333				hypothetical protein
LONINKCB_00705	CDS	417				hypothetical protein
LONINKCB_00706	CDS	363				hypothetical protein
LONINKCB_00707	CDS	222				hypothetical protein
LONINKCB_00708	CDS	228				hypothetical protein
LONINKCB_00709	CDS	240				hypothetical protein
LONINKCB_00710	CDS	183				hypothetical protein
LONINKCB_00711	CDS	252				hypothetical protein
LONINKCB_00712	CDS	651		1.14.-.-		Putative cytochrome P450 120
LONINKCB_00713	CDS	399				hypothetical protein
LONINKCB_00714	CDS	246				hypothetical protein
LONINKCB_00715	CDS	279				hypothetical protein
LONINKCB_00716	CDS	177				hypothetical protein
LONINKCB_00717	CDS	207				hypothetical protein
LONINKCB_00718	CDS	144				hypothetical protein
LONINKCB_00719	CDS	207				hypothetical protein
LONINKCB_00720	CDS	204				hypothetical protein
LONINKCB_00721	CDS	198				hypothetical protein
LONINKCB_00722	CDS	273				hypothetical protein
LONINKCB_00723	CDS	264				hypothetical protein
LONINKCB_00724	CDS	186				hypothetical protein
LONINKCB_00725	CDS	219				hypothetical protein
LONINKCB_00726	CDS	252				hypothetical protein
LONINKCB_00727	CDS	204				hypothetical protein
LONINKCB_00728	CDS	186				hypothetical protein
LONINKCB_00729	CDS	180				hypothetical protein
LONINKCB_00730	CDS	216				hypothetical protein
LONINKCB_00731	CDS	291				hypothetical protein
LONINKCB_00732	CDS	261				hypothetical protein
LONINKCB_00733	CDS	228				hypothetical protein
LONINKCB_00734	CDS	222				hypothetical protein
LONINKCB_00735	CDS	273				hypothetical protein
LONINKCB_00736	CDS	366				hypothetical protein
LONINKCB_00737	CDS	375				hypothetical protein
LONINKCB_00738	CDS	309				hypothetical protein
LONINKCB_00739	CDS	249				hypothetical protein
LONINKCB_00740	CDS	186				hypothetical protein
LONINKCB_00741	CDS	210				hypothetical protein
LONINKCB_00742	CDS	225				hypothetical protein
LONINKCB_00743	CDS	150				hypothetical protein
LONINKCB_00744	CDS	738				hypothetical protein
LONINKCB_00745	CDS	339				hypothetical protein
LONINKCB_00746	CDS	222				hypothetical protein
LONINKCB_00747	CDS	198				hypothetical protein
LONINKCB_00748	CDS	216				hypothetical protein
LONINKCB_00749	CDS	213				hypothetical protein
LONINKCB_00750	CDS	198				hypothetical protein
LONINKCB_00751	CDS	312				hypothetical protein
LONINKCB_00752	CDS	204				hypothetical protein
LONINKCB_00753	CDS	222				hypothetical protein
LONINKCB_00754	CDS	210				hypothetical protein
LONINKCB_00755	CDS	372				hypothetical protein
LONINKCB_00756	CDS	210				hypothetical protein
LONINKCB_00757	CDS	204				hypothetical protein
LONINKCB_00758	CDS	204				hypothetical protein
LONINKCB_00759	CDS	270				hypothetical protein
LONINKCB_00760	CDS	207				hypothetical protein
LONINKCB_00761	CDS	282				hypothetical protein
LONINKCB_00762	CDS	222				hypothetical protein
LONINKCB_00763	CDS	186				hypothetical protein
LONINKCB_00764	CDS	408				hypothetical protein
LONINKCB_00765	CDS	159				hypothetical protein
LONINKCB_00766	CDS	210				hypothetical protein
LONINKCB_00767	CDS	441				hypothetical protein
LONINKCB_00768	CDS	246				hypothetical protein
LONINKCB_00769	CDS	198				hypothetical protein
LONINKCB_00770	CDS	195				hypothetical protein
LONINKCB_00771	CDS	240				hypothetical protein
LONINKCB_00772	CDS	384				hypothetical protein
LONINKCB_00773	CDS	198				hypothetical protein
LONINKCB_00774	CDS	213				hypothetical protein
LONINKCB_00775	CDS	219				hypothetical protein
LONINKCB_00776	CDS	489				hypothetical protein
LONINKCB_00777	CDS	261				hypothetical protein
LONINKCB_00778	CDS	294				hypothetical protein
LONINKCB_00779	CDS	636				hypothetical protein
LONINKCB_00780	CDS	222				hypothetical protein
LONINKCB_00781	CDS	282				hypothetical protein
LONINKCB_00782	CDS	195				hypothetical protein
LONINKCB_00783	CDS	195				hypothetical protein
LONINKCB_00784	CDS	198				hypothetical protein
LONINKCB_00785	CDS	243				hypothetical protein
LONINKCB_00786	CDS	273				hypothetical protein
LONINKCB_00787	CDS	204				hypothetical protein
LONINKCB_00788	CDS	345				hypothetical protein
LONINKCB_00789	CDS	300				hypothetical protein
LONINKCB_00790	CDS	210				hypothetical protein
LONINKCB_00791	CDS	201				hypothetical protein
LONINKCB_00792	CDS	255				hypothetical protein
LONINKCB_00793	CDS	180				hypothetical protein
LONINKCB_00794	CDS	183				hypothetical protein
LONINKCB_00795	CDS	183				hypothetical protein
LONINKCB_00796	CDS	210				hypothetical protein
LONINKCB_00797	CDS	324				hypothetical protein
LONINKCB_00798	CDS	261				hypothetical protein
LONINKCB_00799	CDS	165				hypothetical protein
LONINKCB_00800	CDS	303				hypothetical protein
LONINKCB_00801	CDS	192				hypothetical protein
LONINKCB_00802	CDS	210				hypothetical protein
LONINKCB_00803	CDS	207				hypothetical protein
LONINKCB_00804	CDS	279				hypothetical protein
LONINKCB_00805	CDS	318				hypothetical protein
LONINKCB_00806	CDS	270				hypothetical protein
LONINKCB_00807	CDS	183				hypothetical protein
LONINKCB_00808	CDS	285				hypothetical protein
LONINKCB_00809	CDS	156				hypothetical protein
LONINKCB_00810	CDS	258				hypothetical protein
LONINKCB_00811	CDS	216				hypothetical protein
LONINKCB_00812	CDS	204				hypothetical protein
LONINKCB_00813	CDS	165				hypothetical protein
LONINKCB_00814	CDS	219				hypothetical protein
LONINKCB_00815	CDS	177				hypothetical protein
LONINKCB_00816	CDS	222				hypothetical protein
LONINKCB_00817	CDS	219				hypothetical protein
LONINKCB_00818	CDS	222				hypothetical protein
LONINKCB_00819	CDS	600				hypothetical protein
LONINKCB_00820	CDS	249				hypothetical protein
LONINKCB_00821	CDS	240				hypothetical protein
LONINKCB_00822	CDS	255				hypothetical protein
LONINKCB_00823	CDS	222				hypothetical protein
LONINKCB_00824	CDS	189				hypothetical protein
LONINKCB_00825	CDS	165				hypothetical protein
LONINKCB_00826	CDS	192				hypothetical protein
LONINKCB_00827	CDS	201				hypothetical protein
LONINKCB_00828	CDS	249				hypothetical protein
LONINKCB_00829	CDS	261				hypothetical protein
LONINKCB_00830	CDS	207				hypothetical protein
LONINKCB_00831	CDS	258				hypothetical protein
LONINKCB_00832	CDS	252				hypothetical protein
LONINKCB_00833	CDS	240				hypothetical protein
LONINKCB_00834	CDS	231				hypothetical protein
LONINKCB_00835	CDS	168				hypothetical protein
LONINKCB_00836	CDS	237				hypothetical protein
LONINKCB_00837	CDS	339				hypothetical protein
LONINKCB_00838	CDS	324				hypothetical protein
LONINKCB_00839	CDS	312				hypothetical protein
LONINKCB_00840	CDS	231				hypothetical protein
LONINKCB_00841	CDS	249				hypothetical protein
LONINKCB_00842	CDS	375				hypothetical protein
LONINKCB_00843	CDS	252				hypothetical protein
LONINKCB_00844	CDS	153				hypothetical protein
LONINKCB_00845	CDS	207				hypothetical protein
LONINKCB_00846	CDS	213				hypothetical protein
LONINKCB_00847	CDS	288				hypothetical protein
LONINKCB_00848	CDS	252				hypothetical protein
LONINKCB_00849	CDS	279				hypothetical protein
LONINKCB_00850	CDS	276				hypothetical protein
LONINKCB_00851	CDS	207				hypothetical protein
LONINKCB_00852	CDS	198				hypothetical protein
LONINKCB_00853	CDS	198				hypothetical protein
LONINKCB_00854	CDS	273				hypothetical protein
LONINKCB_00855	CDS	189				hypothetical protein
LONINKCB_00856	CDS	210				hypothetical protein
LONINKCB_00857	CDS	309				hypothetical protein
LONINKCB_00858	CDS	243				hypothetical protein
LONINKCB_00859	CDS	216				hypothetical protein
LONINKCB_00860	CDS	348				hypothetical protein
LONINKCB_00861	CDS	384				hypothetical protein
LONINKCB_00862	CDS	195				hypothetical protein
LONINKCB_00863	CDS	228				hypothetical protein
LONINKCB_00864	CDS	291				hypothetical protein
LONINKCB_00865	CDS	204				hypothetical protein
LONINKCB_00866	CDS	168				hypothetical protein
LONINKCB_00867	CDS	213				hypothetical protein
LONINKCB_00868	CDS	258				hypothetical protein
LONINKCB_00869	CDS	273				hypothetical protein
LONINKCB_00870	CDS	219				hypothetical protein
LONINKCB_00871	CDS	156				hypothetical protein
LONINKCB_00872	CDS	315				hypothetical protein
LONINKCB_00873	CDS	219				hypothetical protein
LONINKCB_00874	CDS	201				hypothetical protein
LONINKCB_00875	CDS	180				hypothetical protein
LONINKCB_00876	CDS	210				hypothetical protein
LONINKCB_00877	CDS	231				hypothetical protein
LONINKCB_00878	CDS	213				hypothetical protein
LONINKCB_00879	CDS	279				hypothetical protein
LONINKCB_00880	CDS	201				hypothetical protein
LONINKCB_00881	CDS	249				hypothetical protein
LONINKCB_00882	CDS	177				hypothetical protein
LONINKCB_00883	CDS	189				hypothetical protein
LONINKCB_00884	CDS	246				hypothetical protein
LONINKCB_00885	CDS	192				hypothetical protein
LONINKCB_00886	CDS	279				hypothetical protein
LONINKCB_00887	CDS	243				hypothetical protein
LONINKCB_00888	CDS	198				hypothetical protein
LONINKCB_00889	CDS	192				hypothetical protein
LONINKCB_00890	CDS	177				hypothetical protein
LONINKCB_00891	CDS	180				hypothetical protein
LONINKCB_00892	CDS	210				hypothetical protein
LONINKCB_00893	CDS	219				hypothetical protein
LONINKCB_00894	CDS	288				hypothetical protein
LONINKCB_00895	CDS	1008				hypothetical protein
LONINKCB_00896	CDS	252				hypothetical protein
LONINKCB_00897	CDS	261				hypothetical protein
LONINKCB_00898	CDS	369				hypothetical protein
LONINKCB_00899	CDS	168				hypothetical protein
LONINKCB_00900	CDS	276				hypothetical protein
LONINKCB_00901	CDS	222				hypothetical protein
LONINKCB_00902	CDS	294	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
LONINKCB_00903	CDS	702	phoA	3.1.3.1		Alkaline phosphatase H
LONINKCB_00904	CDS	282				hypothetical protein
LONINKCB_00905	CDS	174				hypothetical protein
LONINKCB_00906	CDS	384				hypothetical protein
LONINKCB_00907	CDS	381				hypothetical protein
LONINKCB_00908	CDS	150				hypothetical protein
LONINKCB_00909	CDS	192				hypothetical protein
LONINKCB_00910	CDS	165				hypothetical protein
LONINKCB_00911	CDS	168				hypothetical protein
LONINKCB_00912	CDS	471				hypothetical protein
LONINKCB_00913	CDS	270				hypothetical protein
LONINKCB_00914	CDS	198				hypothetical protein
LONINKCB_00915	CDS	207				hypothetical protein
LONINKCB_00916	CDS	174				hypothetical protein
LONINKCB_00917	CDS	177				hypothetical protein
LONINKCB_00918	CDS	189				hypothetical protein
LONINKCB_00919	CDS	210				hypothetical protein
LONINKCB_00920	CDS	351				hypothetical protein
LONINKCB_00921	CDS	195				hypothetical protein
LONINKCB_00922	CDS	345				hypothetical protein
LONINKCB_00923	CDS	288				hypothetical protein
LONINKCB_00924	CDS	249				hypothetical protein
LONINKCB_00925	CDS	582				hypothetical protein
LONINKCB_00926	CDS	708				hypothetical protein
LONINKCB_00927	CDS	189				hypothetical protein
LONINKCB_00928	CDS	216				hypothetical protein
LONINKCB_00929	CDS	219				hypothetical protein
LONINKCB_00930	CDS	444				hypothetical protein
LONINKCB_00931	CDS	366				hypothetical protein
LONINKCB_00932	CDS	231				hypothetical protein
LONINKCB_00933	CDS	192				hypothetical protein
LONINKCB_00934	CDS	264				hypothetical protein
LONINKCB_00935	CDS	273				hypothetical protein
LONINKCB_00936	CDS	192				hypothetical protein
LONINKCB_00937	CDS	246				hypothetical protein
LONINKCB_00938	CDS	189				hypothetical protein
LONINKCB_00939	CDS	231				hypothetical protein
LONINKCB_00940	CDS	156				hypothetical protein
LONINKCB_00941	CDS	243				hypothetical protein
LONINKCB_00942	CDS	210				hypothetical protein
LONINKCB_00943	CDS	288				hypothetical protein
LONINKCB_00944	CDS	210				hypothetical protein
LONINKCB_00945	CDS	183				hypothetical protein
LONINKCB_00946	CDS	246				hypothetical protein
LONINKCB_00947	CDS	294				hypothetical protein
LONINKCB_00948	CDS	285				hypothetical protein
LONINKCB_00949	CDS	336				hypothetical protein
LONINKCB_00950	CDS	246				hypothetical protein
LONINKCB_00951	CDS	261				hypothetical protein
LONINKCB_00952	CDS	237				hypothetical protein
LONINKCB_00953	CDS	228				hypothetical protein
LONINKCB_00954	CDS	168				hypothetical protein
